Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0000987;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Incidentes;Incident;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000988;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Solicitação;Request;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000989;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;CMDB;CMDB;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000990;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Ativos de TI;IT Assets;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000991;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Base de Conhecimento;Knowledge Base;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000992;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Segurança da Informação;Information Security;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000993;DTI - Governança;ITD - Governance;Gestão de Processo;Process Management;Governança;Governance;Projetos;Project;Revisão e Melhoria Contínua;Review and Continuous Improvement;N/A;N/A;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;1;1;999;GOVERNANCA;Abertura de chamado para registro de atividades de melhoria continua com relação ao processo.;Opening of ticket for recording continuous improvement activities in relation to the process.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000994;DTI - Governança;ITD - Governance;Gestão de Time;Team Management;Governança;Governance;Atividades;Activities;Feedback;Feedback;N/A;N/A;Abertura de chamado para registro de reunião de feedback.;Opening a ticket for feedback meeting registration.;1;1;999;COORDGOVERNANCA;Abertura de chamado para registro de reunião de feedback.;Opening a ticket for feedback meeting registration.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000995;DTI - Governança;ITD - Governance;Gestão de Time;Team Management;Governança;Governance;Atividades;Activities;Apontamento de Horas 1;Apontamento de Horas;N/A 1;N/A;Abertura de chamado para apontamento de horas.;Opening of ticket for appointment of hours.;1;1;144;COORDGOVERNANCA;Abertura de chamado para apontamento de horas.;Opening of ticket for appointment of hours.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000996;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Serviços de TI;IT Services;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000997;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Projetos;Project;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000998;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Financeiro;Financial;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000999;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Segurança da Informação;Information Security;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001000;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Qualidade;Quality;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001001;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Pessoas;People;Definição e Revisão;Definition and Review;N/A;N/A;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator;1;1;72;GOVERNANCA;Abertura de chamado para registro de revisão de métricas para indicador.;Opening of the ticket for metrics review record for indicator.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001002;DTI - Governança;ITD - Governance;Metas e Indicadores;Targets and Indicators;Governança;Governance;Performance de TI;IT Performance;Análise de Desempenho;Performance Analysis;N/A;N/A;Abertura de chamado para registro de análise de métricas para indicadores.;Opening of the ticket to record the metrics analysis for indicators.;1;1;999;GOVERNANCA;Abertura de chamado para registro de análise de métricas para indicadores.;Opening of the ticket to record the metrics analysis for indicators.;0,00;;;;1;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001015;DTI - Governança;ITD - Governance;Atividades Governança;Governance activities;Governança;Governance;Acesso à categoria de TI;Acesso à categoria de TI;Solicitação de Acessos ao SE Suite nas Categorias de TI;Solicitação de Acessos ao SE Suite nas Categorias de TI;Impressão;Impressão;"Abertura de chamado para solicitação de acesso as categorias de TI.

Categoria de Acesso:
Justificativa do acesso:

Nota: Incluir como anexo sua lista de presença de treinamento realizado no TIGV001.";"Opening of the ticket to request access to the IT categories.

Access Category:
Justification for access:

Nota: Incluir como anexo sua lista de presença de treinamento realizado no TIGV001.";40;1;24;GOVERNANCA;N/A;N/A;0,00;;1;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0001165;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auto Inspeção;Self Inspection;PDCA;PDCA;N/A;N/A;Chamado para analise de possíveis melhorias no processo.;Ticket for analysis of possible improvements in the process.;360;1;999;GOVERNANCA;Chamado para analise de possíveis melhorias no processo.;Ticket for analysis of possible improvements in the process.;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001167;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auto Inspeção;Self Inspection;Gestão;Management;Processo;Process;Chamado para gestão de atividades durante uma auto inspeção de um processo.;Ticket to manage activities during a self-inspection of process.;340;1;40;GOVERNANCA;"Chamado para gestão de atividades durante uma auto inspeção de um processo.

Processo:";"Ticket to manage activities during a self-inspection of process.

Process:";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001168;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auto Inspeção;Self Inspection;Treinamento;Training;N/A;N/A;Chamado para registro de treinamento.;Ticket for training registration.;3;1;999;GOVERNANCA;Chamado para solicitação de treinamento no processo de auto inspeção.;Ticket to request training in the self-inspection process.;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001170;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auto Inspeção;Self Inspection;Documentação;Documentation;Revisão de Documento;Document Review;Chamado para registro de revisão de documentação.;Ticket for documentation review record.;16;1;40;GOVERNANCA;"Solicitação para revisão de documento.

Informar os itens:
 Titulo do Documento:
 Motivo da Revisão:

Deve ser anexo o formulário TIGOV-FRM-00013 – Atualização da Matriz de Treinamento e Avaliação de Impacto de Revisão preenchido.";"Request for document review.

Inform the items:
  Document Title:
  Reason for Revision:

The completed form TIGOV-FRM-00013 - Update of the Training and Review Impact Assessment Matrix must be attached.";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001171;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auditoria;Audit;Solicitação de Evidência;Evidence Request;N/A;N/A;Chamado para elaboração de evidência de auditoria.;Ticket to prepare audit evidence.;240;1;32;GOVERNANCA;"Chamado para requisição de evidência de auditoria.

Descreva com detalhes de qual evidência você precisa.";"Ticket to request audit evidence.

Describe in detail what evidence you need.";0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0001172;DTI - Governança;ITD - Governance;Compliance;Compliance;Compliance;Compliance;Auditoria;Audit;Revisão Periódica;Periodic Review;Processo;Process;Chamado de solicitação de lista de chamados para revisão periódica.;Ticket list request call for periodic review.;340;1;40;GOVERNANCA;"Chamado de solicitação de lista de chamados para revisão periódica.

Preencher Itens abaixo:
 - Nome do Sistema:
 - Período:
 - Justificativa:
 - Descrever de forma sucinta quais informações precisa no relatório";"Ticket list request call for periodic review.

Fill in Items below:
  - System Name:
  - Time course:
  - Justification:
  - Briefly describe what information you need in the report";0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
